preset_id,version,tier,family,subfamily,display_name,short_label,description,body_yaw_deg,torso_yaw_deg,face_yaw_deg,face_pitch_deg,gaze_target,weight_distribution,left_arm,right_arm,left_hand,right_hand,left_leg,right_leg,movement,framing,camera_height,camera_yaw_deg,camera_pitch_deg,camera_roll_deg,lens_min_mm,lens_max_mm,subject_scale_pct,crop_rule,hands_visibility,feet_visibility,required_source_views,compatible_products,incompatible_products,age_groups,pose_control_mode,keypoint_strictness,garment_priority,fabric_motion,use_cases,aspect_ratios,qa_rule_codes,risk_level,fallback_preset_id,status,sort_order
ML-POSE-EDT-003,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Looking Down,Looking Down,Editorial full-body pose: front looking down.,0,0,0,0,DOWN,LEFT_55,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,SUPPORT,RELAXED,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,LOW,ML-POSE-CAT-001,ACTIVE,49
ML-POSE-EDT-004,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Looking Left,Look Left,Editorial full-body pose: front looking left.,0,0,0,0,LEFT_OFF_CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,LOW,ML-POSE-CAT-001,ACTIVE,50
ML-POSE-EDT-005,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Looking Right,Look Right,Editorial full-body pose: front looking right.,0,0,0,0,RIGHT_OFF_CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,LOW,ML-POSE-CAT-001,ACTIVE,51
ML-POSE-EDT-006,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Chin Up,Chin Up,Editorial full-body pose: front chin up.,0,0,0,0,ABOVE_CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,52
ML-POSE-EDT-007,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Hair Touch Left,Hair Touch L,Editorial full-body pose: front hair touch left.,0,0,0,0,CAMERA,RIGHT_70,TOUCH_HAIR,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,BENT_SOFT,SUPPORT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,53
ML-POSE-EDT-008,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Hair Touch Right,Hair Touch R,Editorial full-body pose: front hair touch right.,0,0,0,0,CAMERA,LEFT_70,RELAXED_DOWN,TOUCH_HAIR,OPEN_RELAXED,OPEN_RELAXED,SUPPORT,BENT_SOFT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,54
ML-POSE-EDT-009,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Neck Touch Left,Neck Touch L,Editorial full-body pose: front neck touch left.,0,0,0,0,CAMERA,RIGHT_60,TOUCH_NECK,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,BENT_SOFT,SUPPORT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,55
ML-POSE-EDT-010,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Neck Touch Right,Neck Touch R,Editorial full-body pose: front neck touch right.,0,0,0,0,CAMERA,LEFT_60,RELAXED_DOWN,TOUCH_NECK,OPEN_RELAXED,OPEN_RELAXED,SUPPORT,BENT_SOFT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,56
ML-POSE-EDT-011,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Elbow Angle Left,Elbow Angle L,Editorial full-body pose: front elbow angle left.,0,0,0,0,CAMERA,RIGHT_60,BENT_AWAY,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,BENT_SOFT,SUPPORT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,57
ML-POSE-EDT-012,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Elbow Angle Right,Elbow Angle R,Editorial full-body pose: front elbow angle right.,0,0,0,0,CAMERA,LEFT_60,RELAXED_DOWN,BENT_AWAY,OPEN_RELAXED,OPEN_RELAXED,SUPPORT,BENT_SOFT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,58
ML-POSE-EDT-013,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front One Knee Bent Left,Knee Bent L,Editorial full-body pose: front one knee bent left.,0,0,0,0,CAMERA,RIGHT_75,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,BENT_FORWARD,SUPPORT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,59
ML-POSE-EDT-014,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front One Knee Bent Right,Knee Bent R,Editorial full-body pose: front one knee bent right.,0,0,0,0,CAMERA,LEFT_75,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,SUPPORT,BENT_FORWARD,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,60
ML-POSE-EDT-015,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Legs Crossed Left,Legs Cross L,Editorial full-body pose: front legs crossed left.,0,0,0,0,CAMERA,RIGHT_70,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,CROSS_FRONT,SUPPORT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,61
ML-POSE-EDT-016,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Legs Crossed Right,Legs Cross R,Editorial full-body pose: front legs crossed right.,0,0,0,0,CAMERA,LEFT_70,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,SUPPORT,CROSS_FRONT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,62
ML-POSE-EDT-017,1.0.0,EXPANSION,EDITORIAL_STANDING,THREE_QUARTER,Three-Quarter Left — Hand on Hip,3Q Left Hand on Hip,Editorial three-quarter left pose with hand on hip.,-35,-35,35,0,CAMERA,EVEN,BENT_HIP,RELAXED_DOWN,ON_HIP,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,63
ML-POSE-EDT-018,1.0.0,EXPANSION,EDITORIAL_STANDING,THREE_QUARTER,Three-Quarter Left — Hair Touch,3Q Left Hair Touch,Editorial three-quarter left pose with hair touch.,-35,-35,35,0,CAMERA,EVEN,TOUCH_HAIR,RELAXED_DOWN,TOUCH_HAIR,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,64
ML-POSE-EDT-019,1.0.0,EXPANSION,EDITORIAL_STANDING,THREE_QUARTER,Three-Quarter Left — Neck Touch,3Q Left Neck Touch,Editorial three-quarter left pose with neck touch.,-35,-35,35,0,CAMERA,EVEN,TOUCH_NECK,RELAXED_DOWN,TOUCH_NECK,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,66
